property_id,city,neighborhood,property_type,bedrooms,bathrooms,area_sqft,year_built,parking,furnishing,latitude,longitude,listing_price,status
PROP200225,Hyderbad,T Nagar,Villa,2,3,480,1980,No,Semi-Furnished,17.763086,86.290233,8903871,Withdrawn
PROP200226,Surrat,Althan,Apartment,2,2,1890,2000,Street,Semi-Furnished,26.818213,73.085712,9294380,Under Offer
PROP200227,Gurugrm,Kothrud,Studio,3,2,910,2011,Yes,Furnished,25.363749,85.174349,1500000,Withdrawn
PROP200228,Gurugram,Sector 62,Row House,5,4,1228,2010,Street,Unfurnished,20.101096,74.317077,14989706,Withdrawn
PROP200229,Punna,DLF Phase 3,Studio,1,1,1500,2023,Street,Semi-Furnished,25.139166,76.550064,12954644,Active
PROP200230,Surrat,Malviya Nagar,Penthouse,2,2,210,2016,Covered,Furnished,28.361835,74.926291,17610906,Under Offer
PROP200231,Chennai,DLF Phase 3,Apartment,3,3,1127,1981,Street,Furnished,22.247906,82.085558,9484499,Active
PROP200232,Gurugrm,Banjara Hills,Plot,1,2,1356,2003,Street,Furnished,13.560041,80.292781,9194740,Sold
PROP200233,Surat,Banjara Hills,Row House,3,2,1352,1994,Covered,Unfurnished,24.293681,75.757441,10804645,Sold
PROP200234,Chennnai,DLF Phase 3,Row House,4,1,973,1998,No,Semi-Furnished,20.540823,80.312479,13609669,Sold
PROP200235,Gurugrm,Indiranagar,Plot,2,1,1105,1982,Street,Unfurnished,14.151435,85.20106,3049502,Withdrawn
PROP200236,Chennai,Banjara Hills,Row House,4,1,268,2014,No,Semi-Furnished,15.61344,86.844806,11279113,Withdrawn
PROP200237,Bengluru,T Nagar,Plot,1,1,751,2016,No,Unfurnished,24.756117,74.977279,6821793,Withdrawn
PROP200238,Bengaluru,Satellite,Villa,1,2,822,2019,Covered,Unfurnished,27.940617,88.395703,14251555,Active
PROP200239,Noida,Andheri,Studio,2,2,1331,2017,Yes,Unfurnished,26.065066,77.020305,5591557,Under Offer
PROP200240,Kolkata,Satellite,Studio,2,2,548,1988,Yes,Unfurnished,14.004166,77.98553,11401082,Under Offer
PROP200241,Gurgaon,Salt Lake,Row House,3,3,940,1981,Yes,Unfurnished,24.770209,81.432351,10301048,Withdrawn
PROP200242,Surrat,Satellite,Row House,2,3,374,1983,No,Semi-Furnished,20.396046,80.501823,13529527,Under Offer
PROP200243,Jaipur,T Nagar,Plot,1,1,1065,1980,Yes,Semi-Furnished,25.237755,83.913808,3624729,Under Offer
PROP200244,Nodia,Banjara Hills,Row House,1,1,1691,,No,Semi-Furnished,26.538374,87.411538,10560214,Under Offer
PROP200245,Mumbai,Malviya Nagar,Penthouse,2,1,1290,1982,No,Furnished,13.856496,74.235597,11810006,Withdrawn
PROP200246,Poona,Andheri,Row House,2,2,1274,2019,Yes,Furnished,16.751559,88.268119,12727179,Withdrawn
PROP200247,Hyderbad,Andheri,Plot,4,2,506,2018,No,Furnished,19.407311,82.996964,8516310,Under Offer
PROP200248,Hydrabad,Sector 62,Penthouse,3,1,634,2014,Covered,Unfurnished,15.934572,77.634983,6032891,Active
PROP200249,Kolkata,T Nagar,Studio,5,2,1416,2016,Yes,Semi-Furnished,22.632589,78.950263,11594201,Active
PROP200250,Hydrabad,DLF Phase 3,Studio,3,1,1236,2023,No,Furnished,14.988653,80.391756,8741415,Under Offer
PROP200251,Kalkata,Banjara Hills,Plot,2,2,2406,1990,Covered,Semi-Furnished,22.189324,83.44354,8407382,Sold
PROP200252,Delhi,Andheri,Penthouse,1,2,1606,2010,No,Unfurnished,13.752622,86.874216,10840120,Under Offer
PROP200253,Bangalore,Andheri,Villa,2,1,1455,2002,Street,Semi-Furnished,26.847916,74.585645,8514938,Withdrawn
PROP200254,Chennnai,Kothrud,Studio,,4,1397,2021,Covered,Furnished,14.092703,83.890058,3381010,Active
PROP200255,Bengaluru,Kothrud,Villa,2,,1474,1995,Street,Semi-Furnished,23.159728,87.312674,4291134,Under Offer
PROP200256,New Delhi,DLF Phase 3,Row House,4,2,1313,1985,Covered,Semi-Furnished,20.33696,75.412273,13250750,Active
PROP200257,Punna,Kothrud,Studio,4,1,656,2016,Street,Unfurnished,22.423469,81.398009,11459932,Sold
PROP200258,Dehli,Indiranagar,Penthouse,3,1,1444,1989,No,Semi-Furnished,16.190761,75.282693,14280806,Withdrawn
PROP200259,New Delhi,DLF Phase 3,Apartment,1,2,1487,2003,Street,Unfurnished,19.526028,78.742608,6288358,Under Offer
PROP200260,Mumbai,Sector 62,Plot,1,2,814,2004,No,Unfurnished,28.112605,77.513502,9342051,Withdrawn
PROP200261,Noida,Althan,Penthouse,2,2,1074,1985,Street,Furnished,22.233198,78.39943,11974109,Active
PROP200262,Bangalore,Salt Lake,Row House,2,1,965,1984,Covered,Semi-Furnished,12.855392,79.799383,10190551,Under Offer
PROP200263,Gurugram,Salt Lake,Apartment,2,2,1106,2010,Street,Furnished,28.480319,78.639365,10156877,Sold
PROP200264,Bengluru,Sector 62,Studio,2,3,1312,2024,Street,Unfurnished,23.680118,81.105931,5116506,Active
PROP200265,Punna,Kothrud,Penthouse,1,1,654,2002,Yes,Furnished,17.517427,80.223284,13284191,Under Offer
PROP200266,Chennnai,Kothrud,Row House,3,1,1124,1998,No,Furnished,19.772205,82.217256,9533813,Active
PROP200267,Jaipur,Althan,Studio,2,1,472,,Yes,Furnished,22.794757,74.530106,7284970,Withdrawn
PROP200268,Gurgaon,Banjara Hills,Villa,3,1,1665,2001,Yes,Unfurnished,19.944268,81.038785,15699457,Sold
PROP200269,Pune,Kothrud,Studio,3,1,1267,2010,Street,Unfurnished,25.368067,72.871616,9633419,Active
PROP200270,Punna,Sector 62,Studio,2,2,1338,2015,Covered,Semi-Furnished,19.380315,78.307602,12196924,Withdrawn
PROP200271,Mumbai,Indiranagar,Plot,1,1,953,2017,Yes,Semi-Furnished,16.808011,82.297137,10429890,Withdrawn
PROP200272,Chennai,Salt Lake,Row House,2,1,1319,2024,Street,Unfurnished,20.140508,81.185043,5973830,Sold
PROP200273,Pune,Kothrud,Apartment,2,3,263,1999,Yes,Unfurnished,23.775013,80.90526,10835682,Under Offer
PROP200274,Chennai,Althan,Studio,1,1,1074,1995,Covered,Semi-Furnished,21.115448,75.126301,9087794,Under Offer
PROP200275,Nodia,T Nagar,Plot,2,3,1109,2000,Street,Furnished,17.041745,86.975243,8035705,Withdrawn
PROP200276,New Delhi,Malviya Nagar,Apartment,1,3,966,1980,Covered,Furnished,25.665009,78.902267,5346896,Active
PROP200277,Mumbay,Salt Lake,Villa,1,2,681,1993,No,Unfurnished,13.252699,73.991271,13140068,Withdrawn
PROP200278,Calcutta,Satellite,Row House,1,2,1880,1993,No,Unfurnished,13.033557,79.181884,9753353,Withdrawn
PROP200279,Hydrabad,Sector 62,Row House,4,2,1386,1998,No,Semi-Furnished,15.386022,82.283662,13699928,Under Offer
PROP200280,Bengluru,Andheri,Apartment,1,3,1274,,Street,Furnished,14.637189,88.25673,10516275,Withdrawn
PROP200281,Surat,DLF Phase 3,Plot,3,2,990,2004,Yes,Unfurnished,16.933414,77.184392,5498719,Active
PROP200282,Surrat,Kothrud,Villa,2,3,2191,2017,Covered,Furnished,17.456362,74.372794,8316419,Sold
PROP200283,Hyderbad,Indiranagar,Studio,2,2,1282,,Covered,Semi-Furnished,26.271783,79.067637,8150340,Sold
PROP200284,Gurgaon,Althan,Penthouse,3,2,678,2002,Yes,Semi-Furnished,15.949045,79.807002,15109575,Sold
PROP200285,Surrat,Sector 62,Plot,1,1,1697,1983,Covered,Furnished,19.344924,86.126126,6695671,Active
PROP200286,Ahmedabad,Althan,Villa,1,3,1754,2022,Yes,Semi-Furnished,22.402797,81.512903,4472085,Under Offer
PROP200287,Hyderabad,Sector 62,Row House,3,1,544,2011,No,Unfurnished,17.014196,77.463274,11457107,Withdrawn
PROP200288,Nodia,Kothrud,Apartment,1,1,1872,1993,Street,Unfurnished,24.573515,85.452788,8134192,Sold
PROP200289,Surrat,Althan,Row House,1,1,1227,2016,No,Furnished,17.99771,77.386353,11246582,Withdrawn
PROP200290,Dehli,Sector 62,Row House,2,1,1825,1994,Street,Unfurnished,22.543621,88.093069,6618455,Active
PROP200291,Chennnai,Satellite,Apartment,1,3,883,1992,Street,Unfurnished,25.059463,80.245618,6099605,Sold
PROP200292,Noida,Satellite,Villa,2,2,1754,2019,Yes,Semi-Furnished,27.332922,83.825822,7768747,Withdrawn
PROP200293,Gurugram,Malviya Nagar,Studio,1,1,640,2010,Yes,Unfurnished,19.32648,80.739226,9797148,Sold
PROP200294,Delhi,Sector 62,Plot,1,3,684,,Street,Unfurnished,25.661641,78.92891,15429231,Under Offer
PROP200295,Bengluru,Kothrud,Plot,2,3,1019,2020,No,Furnished,27.735054,77.914283,16120315,Under Offer
PROP200296,Hydrabad,Indiranagar,Plot,2,2,891,1997,Yes,Semi-Furnished,25.090596,86.63355,2213265,Under Offer
PROP200297,Delhi,Sector 62,Apartment,3,2,600,2001,Covered,Furnished,27.969174,75.707515,6298990,Active
PROP200298,Dehli,Indiranagar,Penthouse,2,2,869,2006,Street,Semi-Furnished,25.586411,81.817025,2599700,Under Offer
PROP200299,Noida,Althan,Row House,2,2,747,1991,Yes,Unfurnished,14.681741,74.974859,1914325,Withdrawn
PROP200300,Chennnai,Althan,Studio,3,2,812,1982,Covered,Semi-Furnished,25.261217,75.733652,5603967,Active
PROP200301,Jaypur,Satellite,Penthouse,1,3,963,1996,Street,Furnished,26.128919,73.199712,5806328,Under Offer
PROP200302,Gurugrm,Salt Lake,Penthouse,1,4,954,,Covered,Furnished,16.468312,75.914791,9979462,Withdrawn
PROP200303,Gurugram,Satellite,Row House,2,2,1670,1999,Street,Unfurnished,13.712757,76.736539,3678545,Active
PROP200304,Surrat,Banjara Hills,Apartment,2,2,773,1980,Street,Semi-Furnished,18.43056,86.198848,7331133,Active
PROP200305,Kolkata,Althan,Plot,2,2,1520,1998,Yes,Unfurnished,23.019862,76.504919,9140193,Under Offer
PROP200306,Gurugrm,Indiranagar,Apartment,1,1,1517,1987,No,Furnished,14.090034,84.000819,17540703,Under Offer
PROP200307,Noida,Satellite,Penthouse,2,2,1590,1994,Street,Semi-Furnished,28.319294,82.505569,8992524,Under Offer
PROP200308,Ahmedabad,Malviya Nagar,Penthouse,2,1,1186,1991,Yes,Semi-Furnished,12.944214,87.825515,8563331,Withdrawn
PROP200309,Hyderabad,Satellite,Plot,2,2,885,2012,Street,Semi-Furnished,25.087999,87.764581,8069608,Under Offer
PROP200310,Hyderbad,DLF Phase 3,Row House,3,1,636,1990,No,Semi-Furnished,20.749278,79.045076,10391540,Sold
PROP200311,Chennnai,Banjara Hills,Apartment,2,2,1658,1992,Covered,Semi-Furnished,14.837367,86.301964,15516855,Active
PROP200312,Gurugrm,Althan,Row House,2,2,1224,1996,Covered,Furnished,20.789122,78.920324,15947881,Withdrawn
PROP200313,Ahmedabad,Andheri,Studio,2,2,962,1990,Yes,Furnished,19.514295,73.648007,9117920,Withdrawn
PROP200314,Ahmedabad,Indiranagar,Plot,2,1,528,1994,No,Unfurnished,28.593232,75.138754,8263998,Under Offer
PROP200315,Mumbay,Kothrud,Penthouse,2,3,1455,2016,Covered,Unfurnished,13.990445,85.725577,9525819,Under Offer
PROP200316,Gurgaon,Andheri,Apartment,1,2,1482,2018,Covered,Semi-Furnished,16.929421,81.092451,11653685,Active
PROP200317,Surrat,Andheri,Villa,1,1,1288,1984,No,Semi-Furnished,16.976565,79.438304,13507094,Active
PROP200318,Calcutta,DLF Phase 3,Apartment,1,1,606,1985,No,Furnished,14.788893,75.178148,5942743,Sold
PROP200319,Bengaluru,Kothrud,Villa,2,1,1485,2015,Covered,Unfurnished,16.198029,81.642412,8274852,Active
PROP200320,Bangalore,DLF Phase 3,Villa,2,1,1491,1981,Covered,Unfurnished,14.680253,87.997653,14904813,Sold
PROP200321,Surrat,T Nagar,Villa,3,2,528,1980,Street,Furnished,24.778099,88.272585,12458655,Sold
PROP200322,Mumbai,Kothrud,Plot,1,2,1498,1983,Street,Semi-Furnished,26.601402,85.082997,2101369,Sold
PROP200323,Noida,T Nagar,Villa,1,2,1614,2013,Covered,Semi-Furnished,22.99826,85.658562,14101162,Under Offer
PROP200324,Gurgaon,DLF Phase 3,Studio,1,2,1193,1987,No,Unfurnished,22.406934,81.131897,4266644,Withdrawn
PROP200325,Jaypur,T Nagar,Penthouse,1,1,738,1989,No,Semi-Furnished,28.283065,77.027409,10661258,Sold
PROP200326,Punna,Salt Lake,Studio,2,,1925,1993,Covered,Semi-Furnished,21.010838,88.06844,7524916,Sold
PROP200327,Noida,Althan,Studio,4,2,665,1983,Yes,Furnished,27.180143,85.501502,8216936,Active
PROP200328,Mumbai,Indiranagar,Studio,3,1,1421,2023,Street,Unfurnished,22.996069,87.057025,9234470,Sold
PROP200329,Mumbay,DLF Phase 3,Apartment,3,3,1628,2022,No,Furnished,24.523008,74.793785,8459782,Withdrawn
PROP200330,Jaipur,Sector 62,Row House,2,3,1395,2012,Street,Unfurnished,18.074622,86.250135,10071996,Under Offer
PROP200331,Surrat,Kothrud,Penthouse,2,2,34,2017,Covered,Furnished,14.209268,83.467151,11928427,Withdrawn
PROP200332,Gurugrm,T Nagar,Penthouse,3,2,950,2024,Street,Furnished,19.662264,79.813623,7722125,Under Offer
PROP200333,Nodia,Althan,Penthouse,1,2,1065,2012,Covered,Furnished,19.124948,72.994825,6247890,Under Offer
PROP200334,Noida,Indiranagar,Apartment,3,2,847,1987,No,Semi-Furnished,18.798529,84.19028,13956241,Active
PROP200335,Hydrabad,Kothrud,Row House,4,2,1732,2015,No,Semi-Furnished,17.751726,86.758017,15048305,Under Offer
PROP200336,Noida,Sector 62,Penthouse,1,3,1105,2024,Street,Unfurnished,27.830864,77.450372,7671182,Active
PROP200337,Bengluru,DLF Phase 3,Penthouse,2,2,1878,1999,Street,Unfurnished,23.538835,77.53303,8888885,Active
PROP200338,Noida,Kothrud,Apartment,4,2,1331,1996,No,Semi-Furnished,24.462388,77.336818,3371628,Sold
PROP200339,Chennnai,Satellite,Studio,4,1,-36,1992,No,Semi-Furnished,15.650807,75.669236,12110426,Under Offer
PROP200340,Mumbay,Salt Lake,Plot,1,2,569,1991,Covered,Semi-Furnished,24.277376,73.939416,6626959,Active
PROP200341,Delhi,T Nagar,Row House,1,2,1887,1999,No,Semi-Furnished,25.324768,86.984427,10863328,Active
PROP200342,Kolkata,T Nagar,Row House,4,2,340,2002,Street,Furnished,16.377311,72.718777,5582842,Under Offer
PROP200343,Chennai,DLF Phase 3,Penthouse,3,2,1643,1986,No,Furnished,18.147372,81.858284,9758284,Under Offer
PROP200344,Kolkata,Kothrud,Villa,3,2,1458,1981,Covered,Semi-Furnished,23.366722,80.194915,12688713,Active
PROP200345,Mumbay,T Nagar,Apartment,3,3,1867,1983,Street,Semi-Furnished,19.492331,83.928799,9828147,Active
PROP200346,Hyderbad,Andheri,Apartment,1,2,1601,1982,No,Furnished,23.784549,82.376096,9599675,Active
PROP200347,Hyderabad,Indiranagar,Villa,4,2,1089,2010,Covered,Furnished,15.977178,83.36104,12480176,Under Offer
PROP200348,Mumbaai,Andheri,Villa,3,1,1413,2014,No,Semi-Furnished,25.816979,82.910238,9842084,Active
PROP200349,Gurugram,Andheri,Studio,2,1,1291,2003,Covered,Furnished,21.215595,78.986001,11424713,Under Offer
PROP200350,Bengluru,T Nagar,Villa,2,2,1452,1980,Street,Semi-Furnished,24.856956,82.976782,6629705,Withdrawn
PROP200351,Nodia,Banjara Hills,Row House,3,2,625,1996,Covered,Furnished,25.586001,82.469096,6862903,Sold
PROP200352,Dehli,T Nagar,Studio,2,1,1354,1990,Yes,Furnished,14.012429,75.041194,9547673,Withdrawn
PROP200353,Calcutta,DLF Phase 3,Row House,2,1,2161,2012,Street,Unfurnished,15.891971,81.145462,8261066,Active
PROP200354,Chennnai,Althan,Penthouse,3,1,1248,2010,No,Furnished,28.294429,77.227337,16347797,Withdrawn
PROP200355,New Delhi,Indiranagar,Row House,3,2,1165,1983,Covered,Semi-Furnished,18.343929,73.706298,12252294,Sold
PROP200356,Mumbay,Malviya Nagar,Villa,1,3,1413,2006,Covered,Furnished,20.833984,72.525332,7060767,Under Offer
PROP200357,Bengluru,Malviya Nagar,Penthouse,3,4,1744,1983,Yes,Semi-Furnished,14.760391,86.851691,1650000,Active
PROP200358,Noida,Sector 62,Row House,2,2,752,2001,No,Unfurnished,13.307494,75.239975,8933204,Sold
PROP200359,Surrat,Andheri,Apartment,1,2,694,2022,No,Furnished,26.708196,86.729357,10617931,Active
PROP200360,Surrat,Kothrud,Apartment,2,1,1504,1995,No,Furnished,12.844204,86.868132,9399982,Active
PROP200361,Gurugrm,Kothrud,Apartment,2,2,1265,2020,No,Furnished,15.301419,75.078048,14166317,Active
PROP200362,Jaypur,Salt Lake,Villa,1,3,1192,1999,Yes,Semi-Furnished,20.890592,73.139372,3972521,Under Offer
PROP200363,Nodia,Banjara Hills,Row House,3,2,1215,2008,No,Unfurnished,13.787464,83.52455,12714723,Withdrawn
PROP200364,Bengaluru,Malviya Nagar,Studio,2,1,457,2021,Street,Semi-Furnished,21.287837,76.117924,11368617,Active
PROP200365,Chennai,Kothrud,Row House,2,2,877,,Covered,Unfurnished,27.587165,73.123907,1647731,Sold
PROP200366,Surrat,Kothrud,Villa,1,2,1342,1980,Yes,Furnished,18.37936,75.734869,1648425,Active
PROP200367,Pune,Sector 62,Villa,3,2,1687,2019,Street,Furnished,16.657542,84.319901,13298830,Withdrawn
PROP200368,Surat,Salt Lake,Villa,3,3,1243,1981,Covered,Semi-Furnished,16.131675,74.539521,7538420,Active
PROP200369,Chennnai,Banjara Hills,Villa,,2,1504,2011,Yes,Furnished,16.703507,87.013979,7106848,Sold
PROP200370,Surrat,Salt Lake,Studio,1,2,1409,2023,Street,Furnished,15.066884,74.063274,7114605,Sold
PROP200371,Chennnai,DLF Phase 3,Studio,2,1,884,2014,Covered,Furnished,28.132777,72.872636,12531657,Active
PROP200372,Delhi,Malviya Nagar,Villa,3,2,639,1990,No,Unfurnished,18.57101,80.400001,6830696,Under Offer
PROP200373,Mumbai,T Nagar,Plot,3,1,1613,2007,Covered,Unfurnished,21.742011,81.144031,6024094,Active
PROP200374,Bengluru,Indiranagar,Studio,1,2,828,2016,Yes,Furnished,18.958142,84.427979,11512962,Under Offer
PROP200375,Nodia,Kothrud,Apartment,1,2,685,1991,Covered,Unfurnished,24.355432,84.789675,10109386,Under Offer
PROP200376,Punna,Kothrud,Villa,3,2,1006,2016,No,Furnished,26.323837,73.781329,9552606,Sold
PROP200377,Gurgaon,T Nagar,Plot,1,2,281,1985,No,Semi-Furnished,25.471829,82.915876,5721771,Under Offer
PROP200378,Ahemdabad,DLF Phase 3,Studio,4,1,723,2024,Street,Furnished,23.155548,80.024695,10885544,Withdrawn
PROP200379,Hyderabad,Althan,Penthouse,5,3,663,2023,Street,Unfurnished,17.058659,83.19939,5766539,Withdrawn
PROP200380,Chennnai,Salt Lake,Villa,3,1,1732,2019,Yes,Unfurnished,24.769084,75.279811,7777491,Withdrawn
PROP200381,Gurugrm,Satellite,Villa,3,2,1061,1995,Street,Furnished,15.872004,84.489897,11578618,Withdrawn
PROP200382,Jaipur,Sector 62,Villa,1,2,1293,1989,Yes,Semi-Furnished,13.478502,85.536472,9698844,Withdrawn
PROP200383,Mumbaai,Banjara Hills,Apartment,1,1,1434,2005,Covered,Semi-Furnished,14.604938,83.997556,11492445,Active
PROP200384,Jaypur,Althan,Penthouse,1,3,1439,2003,Covered,Unfurnished,14.048383,84.956807,11894904,Sold
PROP200385,Kalkata,Althan,Penthouse,2,3,1876,2011,Covered,Unfurnished,18.813962,77.563767,8292418,Under Offer
PROP200386,Jaipur,T Nagar,Penthouse,2,2,1237,1998,Street,Furnished,21.42609,76.018989,7179975,Under Offer
PROP200387,Gurgaon,DLF Phase 3,Studio,2,2,1547,2008,Yes,Semi-Furnished,22.962307,80.50784,3573217,Active
PROP200388,Nodia,Kothrud,Plot,2,2,814,1994,No,Unfurnished,12.977022,76.531457,10471101,Under Offer
PROP200389,Gurgaon,T Nagar,Apartment,3,1,895,1998,Street,Semi-Furnished,14.121173,77.951277,7497704,Active
PROP200390,Bengluru,Kothrud,Penthouse,2,2,1281,1981,No,Semi-Furnished,17.124469,82.236204,11292372,Sold
PROP200391,Gurgaon,Malviya Nagar,Penthouse,4,2,937,2010,Covered,Semi-Furnished,28.44664,75.981127,5373222,Withdrawn
PROP200392,Bangalore,Salt Lake,Villa,1,1,1239,1982,Street,Semi-Furnished,20.646332,85.603312,10997045,Active
PROP200393,Mumbai,Indiranagar,Penthouse,1,2,958,2008,Yes,Semi-Furnished,17.607095,73.847949,8688040,Sold
PROP200394,Hyderbad,Sector 62,Villa,1,2,1430,1998,Yes,Furnished,20.518159,76.015215,7335862,Under Offer
PROP200395,Noida,Kothrud,Row House,2,2,1176,2009,Covered,Unfurnished,15.650084,85.825416,10473301,Under Offer
PROP200396,Surat,Satellite,Studio,1,2,936,2002,No,Semi-Furnished,20.912479,80.310957,4306051,Under Offer
PROP200397,Hyderabad,Indiranagar,Plot,1,1,1168,2002,Street,Unfurnished,23.872856,75.098151,9626160,Under Offer
PROP200398,Pune,Salt Lake,Studio,1,2,1116,2006,Yes,Furnished,21.686495,81.780004,5921965,Active
PROP200399,Calcutta,Banjara Hills,Row House,3,2,1462,2005,No,Furnished,17.642998,86.949498,4327621,Under Offer
PROP200400,Gurgaon,Banjara Hills,Penthouse,2,2,1540,2002,Street,Semi-Furnished,17.806301,82.811213,6374479,Active
PROP200401,Bengaluru,Althan,Row House,2,1,681,1997,No,Furnished,22.422606,76.48311,16562170,Under Offer
PROP200402,Chennnai,Althan,Row House,1,3,1739,2024,Street,Furnished,25.075632,81.477701,9149636,Active
PROP200403,Jaipur,Indiranagar,Penthouse,4,3,1123,1986,Street,Furnished,17.830289,86.261538,14626799,Sold
PROP200404,Mumbai,Malviya Nagar,Row House,4,2,1003,2014,Yes,Semi-Furnished,14.848302,86.86171,9421502,Sold
PROP200405,Dehli,Banjara Hills,Penthouse,,1,1362,1980,Street,Semi-Furnished,27.19154,87.01574,5007543,Withdrawn
PROP200406,Gurugrm,Salt Lake,Villa,1,2,1564,1993,No,Semi-Furnished,19.675859,80.498524,9025263,Sold
PROP200407,Hyderbad,Salt Lake,Plot,4,1,962,2001,No,Semi-Furnished,21.03924,78.062067,8457567,Under Offer
PROP200408,Surrat,Malviya Nagar,Penthouse,1,1,1119,1982,No,Semi-Furnished,20.986173,73.72437,9008945,Under Offer
PROP200409,Surrat,T Nagar,Penthouse,3,1,648,1980,Street,Semi-Furnished,28.601039,73.56202,15506552,Withdrawn
PROP200410,Surat,Satellite,Penthouse,3,,1507,1985,Street,Furnished,26.404381,73.683271,10485977,Under Offer
PROP200411,Bengaluru,T Nagar,Studio,1,3,1330,2014,Covered,Unfurnished,20.047774,80.773611,8199081,Active
PROP200412,Ahmedabad,DLF Phase 3,Penthouse,1,3,1314,2017,Covered,Semi-Furnished,22.090025,82.207369,9039156,Active
PROP200413,Pune,Sector 62,Apartment,1,2,1098,,No,Furnished,16.210637,76.835824,12056195,Active
PROP200414,Hydrabad,T Nagar,Row House,1,2,1271,1989,Street,Unfurnished,22.869786,76.275318,7718392,Withdrawn
PROP200415,Dehli,T Nagar,Villa,2,3,395,2020,Yes,Furnished,24.907877,85.419209,8804849,Withdrawn
PROP200416,Hyderbad,Satellite,Row House,1,2,1209,2002,No,Furnished,17.76627,76.752828,6971107,Sold
PROP200417,New Delhi,Althan,Row House,2,2,2071,2015,No,Semi-Furnished,22.175894,83.24026,8686441,Sold
PROP200418,Jaipur,Sector 62,Apartment,3,,771,1994,No,Semi-Furnished,22.255802,86.478578,9019944,Withdrawn
PROP200419,Delhi,Sector 62,Row House,3,1,1409,1992,Yes,Furnished,27.449268,86.049125,5045722,Active
PROP200420,Poona,Sector 62,Row House,2,1,-131,2004,Covered,Semi-Furnished,21.972481,78.036014,3883802,Under Offer
PROP200421,Jaipur,Indiranagar,Studio,3,1,1219,1992,Covered,Unfurnished,27.629213,79.292132,9592426,Sold
PROP200422,Kolkata,Althan,Row House,,2,821,2021,Covered,Furnished,22.944182,75.625529,8456417,Withdrawn
PROP200423,Bangalore,DLF Phase 3,Plot,1,3,1386,2007,Covered,Semi-Furnished,13.756497,74.93704,9113066,Under Offer
PROP200424,Delhi,Indiranagar,Row House,2,3,443,2017,Yes,Semi-Furnished,27.693025,81.122721,10211779,Active
PROP200425,Jaipur,Andheri,Villa,3,1,776,,No,Furnished,20.058925,86.081153,5303332,Sold
PROP200426,Punna,Satellite,Row House,3,3,810,2000,Covered,Semi-Furnished,22.437473,76.505211,17496615,Sold
