property_id,amenities,age_years,condition,hoa_fee,energy_rating,school_score,walk_score
PROP200377,"Play Area, Security, Pool, Parking",17,Old,3164,F,94,94
PROP200378,"Play Area, Lift, Pool",18,Needs Renovation,,D,43,50
PROP200379,"Lift, Parking, CCTV, Gym, Security",20,Needs Renovation,1194,E,66,37
PROP200380,"Power Backup, Security",5,Good,2321,D,48,40
PROP200381,"Play Area, Lift",10,Needs Renovation,2938,F,82,53
PROP200382,"Lift, CCTV",23,Good,3961,D,86,74
PROP200383,"Pool, Play Area",19,Old,0,D,,52
PROP200384,"Club House, Gym, Play Area, Garden",11,Old,0,E,,90
PROP200385,"Wifi, Parking",34,Old,3719,D,97,
PROP200386,"Gym, Play Area, Club House, Parking, CCTV",20,New,433,A,61,74
PROP200387,"Play Area, Parking, Pool, Gym, Garden",28,Needs Renovation,2837,D,87,87
PROP200388,"Pool, Power Backup, Wifi",1,Old,2354,E,67,82
PROP200389,"Wifi, Play Area, Security, Lift, Parking",26,Good,2364,D,85,93
PROP200390,"Intercom, Play Area, Gym, Lift, CCTV",23,Needs Renovation,1527,C,85,
PROP200391,"Intercom, Gym, Club House",38,Needs Renovation,5108,F,96,83
PROP200392,"Pool, Lift, Power Backup, Play Area",10,Old,1850,A,69,92
PROP200393,"Wifi, Garden, Power Backup, Pool",23,Old,1828,C,58,71
PROP200394,"Pool, CCTV, Power Backup",32,Needs Renovation,,B,67,71
PROP200395,"Play Area, Security, Pool, Power Backup, Wifi",22,Needs Renovation,,D,86,42
PROP200396,"Play Area, Pool",7,Good,1853,C,62,52
PROP200397,"Pool, Power Backup",33,Old,300,B,75,30
PROP200398,"Garden, Wifi",35,Needs Renovation,2586,E,72,46
PROP200399,"Power Backup, Play Area",5,New,1875,B,91,89
PROP200400,"Play Area, Gym, Power Backup, Parking, Lift",0,Good,2429,D,91,72
PROP200401,"Security, Lift",0,Good,,A,87,84
PROP200402,"Pool, Power Backup",8,Needs Renovation,3178,F,79,38
PROP200403,"Power Backup, Play Area",5,Good,3372,B,51,91
PROP200404,"Lift, Parking, Play Area, Power Backup",31,Good,2555,D,50,94
PROP200405,"CCTV, Club House, Gym, Power Backup",21,Needs Renovation,2594,E,58,75
PROP200406,"Lift, Wifi, Garden",23,Good,,C,,85
PROP200407,"Parking, Gym",9,Good,3429,F,46,
PROP200408,"Wifi, Gym",11,Needs Renovation,949,B,44,
PROP200409,"Parking, Intercom",15,Old,2347,E,74,50
PROP200410,"Parking, Gym, Power Backup, Garden, Pool",4,Old,2443,C,69,
PROP200411,"Power Backup, Parking, Intercom, Pool, Play Area",22,New,2283,A,87,62
PROP200412,"Power Backup, Intercom, Wifi, Play Area",11,New,2751,D,89,45
PROP200413,"Pool, Gym, Lift, Play Area",36,Old,2938,C,62,66
PROP200414,"Play Area, Garden, Security, Power Backup",10,New,1897,B,71,46
PROP200415,"Gym, Security, Garden, Power Backup",14,New,1193,F,86,89
PROP200416,"Pool, Lift, Club House, Wifi, CCTV",10,Good,3457,E,45,73
PROP200417,"Lift, Club House, Wifi",8,New,2174,C,94,98
PROP200418,"Wifi, Gym, Club House, Pool",4,Needs Renovation,3818,C,60,73
PROP200419,"Garden, Intercom, Parking",9,New,2904,E,65,49
PROP200420,"Intercom, Power Backup, Security, Parking",24,New,3495,D,58,61
PROP200421,"Garden, Play Area, Lift",36,Needs Renovation,1277,D,58,61
PROP200422,"Garden, Power Backup, Lift, Play Area, Club House",32,Good,3811,D,98,37
PROP200423,"Power Backup, Club House, Pool, Lift, Security",25,Old,3272,D,91,82
PROP200424,"Play Area, Wifi",18,Good,1947,E,84,
PROP200425,"Lift, Club House, Garden, Power Backup",3,Good,,D,67,75
PROP200426,"Power Backup, Wifi, Parking, Security",10,New,1774,B,77,61
PROP200427,"Lift, Power Backup",26,Old,1771,E,44,84
PROP200428,"Play Area, Power Backup, CCTV, Gym",24,Good,2158,E,81,42
PROP200429,"Play Area, Gym, Wifi, Lift, Power Backup",11,Needs Renovation,1746,E,98,38
PROP200430,"CCTV, Intercom, Power Backup",39,New,1271,E,74,79
PROP200431,"Play Area, CCTV, Power Backup",39,Needs Renovation,5368,D,55,90
PROP200432,"Power Backup, Parking, Play Area, Pool, Garden",8,Needs Renovation,3664,A,48,77
PROP200433,"Gym, Pool, Club House, Parking",23,Good,1246,B,91,77
PROP200434,"Security, Lift, CCTV, Power Backup",18,Needs Renovation,,A,80,96
PROP200435,"Wifi, Intercom, Club House, Gym, Pool",10,Needs Renovation,1992,E,,52
PROP200436,"Club House, Play Area, Garden, Parking, Pool",6,Good,3350,D,88,72
PROP200437,"Power Backup, Parking, CCTV, Play Area",10,Good,3258,B,,88
PROP200438,"Gym, Parking",21,Old,3216,E,63,70
PROP200439,"Pool, Club House",12,Needs Renovation,1940,F,89,30
PROP200440,"Pool, Security, Gym",1,Good,2164,A,80,72
PROP200441,"Club House, Lift, Power Backup",36,New,2297,C,60,
PROP200442,"Security, Wifi, Play Area, Pool, CCTV",24,Needs Renovation,0,D,46,54
PROP200443,"Security, Club House, Play Area",15,Good,3477,A,57,96
PROP200444,"CCTV, Power Backup",38,Good,2311,E,97,60
PROP200445,"Club House, Power Backup, Pool, Parking, Lift",8,Old,3715,A,59,71
PROP200446,"Pool, Intercom",3,Old,2894,A,59,66
PROP200447,"Garden, Parking, Pool",11,Old,3140,B,,47
PROP200448,"Gym, Wifi, Pool",37,Old,,B,86,31
PROP200449,"Intercom, Power Backup",16,Needs Renovation,1532,C,86,43
PROP200450,"Garden, Power Backup, Club House",11,Good,1715,A,89,72
PROP200451,"Wifi, Play Area",,Old,,B,92,96
PROP200452,"Play Area, Security, Intercom, Lift, Parking",36,Needs Renovation,1948,A,60,74
PROP200453,"Gym, Parking",10,Good,1000,F,93,42
PROP200454,"Garden, CCTV, Intercom, Power Backup, Lift",28,New,823,F,63,82
PROP200455,"Lift, Garden, CCTV, Wifi, Club House",20,Old,826,F,70,58
PROP200456,"Gym, Wifi, Lift, Garden, Power Backup",9,New,1374,C,83,56
PROP200457,"Garden, Wifi, Club House",32,Old,,E,,56
PROP200458,"Lift, Security",4,Good,2721,D,83,86
PROP200459,"CCTV, Intercom",7,Needs Renovation,66,F,77,58
PROP200460,"Power Backup, Wifi, Security",14,Needs Renovation,1996,D,60,91
PROP200461,"Lift, Pool, Intercom",0,New,1534,C,55,50
PROP200462,"Wifi, Intercom, Power Backup, CCTV, Garden",6,Old,1611,F,66,47
PROP200463,"Power Backup, Garden, Lift, Play Area, Club House",37,Needs Renovation,1732,B,99,90
PROP200464,"Pool, Parking, Intercom, CCTV",7,Old,2449,F,95,73
PROP200465,"CCTV, Play Area, Power Backup",26,Good,2254,C,,95
PROP200466,"Parking, Garden, Security, Gym, Wifi",4,New,1902,F,48,66
PROP200467,"Gym, Wifi, Garden",37,Good,2025,E,62,57
PROP200468,"Garden, Intercom, Security",18,Old,2323,E,95,85
PROP200469,"Power Backup, Play Area",24,Good,3377,A,82,74
PROP200470,"Pool, Play Area, Power Backup",11,Old,2680,F,96,89
PROP200471,"Garden, Power Backup",10,Old,3009,A,75,41
PROP200472,"CCTV, Wifi, Security",39,Needs Renovation,2468,B,77,99
PROP200473,"Garden, CCTV, Pool, Power Backup",20,New,3310,C,79,
PROP200474,"Power Backup, Pool",39,Good,2985,A,78,48
PROP200475,"CCTV, Power Backup, Parking, Security, Pool",16,Good,2122,B,52,30
PROP200476,"Intercom, Parking, Security",3,Needs Renovation,2769,B,43,88
PROP200477,"Power Backup, Gym, Club House",5,Old,2691,B,41,90
PROP200478,"Parking, Play Area, Lift, Garden, Wifi",25,Good,,E,53,52
PROP200479,"Security, Intercom",22,New,2290,A,83,90
PROP200480,"Security, Pool, Play Area, CCTV",27,New,3277,D,45,78
PROP200481,"CCTV, Pool",4,Old,914,C,83,
PROP200482,"Parking, Lift, Garden, Club House",17,Needs Renovation,1417,A,83,74
PROP200483,"Gym, Power Backup, Intercom, Club House",3,New,1882,B,86,52
PROP200484,"Parking, Security, Intercom",31,Good,4781,B,97,59
PROP200485,"Gym, CCTV, Play Area, Security",7,New,3125,E,60,64
PROP200486,"Power Backup, Pool, Play Area, CCTV",20,Good,2938,E,96,78
PROP200487,"Pool, Power Backup",17,New,286,A,89,95
PROP200488,"Gym, Club House, CCTV",33,Old,912,A,43,55
PROP200489,"Power Backup, Gym, Security, Garden",27,Needs Renovation,2878,F,66,43
PROP200490,"Parking, Intercom, Garden, Security",11,Old,5601,B,45,
PROP200491,"Club House, Gym, Garden, Security",28,Old,,C,86,81
PROP200492,"Play Area, Security, Gym, CCTV",4,Old,1148,E,45,60
PROP200493,"Security, CCTV",23,Good,1486,E,63,99
PROP200494,"CCTV, Parking, Pool",21,New,2246,D,84,57
PROP200495,"CCTV, Intercom, Parking",31,Good,2159,D,50,72
PROP200496,"Security, Garden",23,Old,3903,D,71,46
PROP200497,"Power Backup, Intercom",8,Needs Renovation,2257,F,49,55
PROP200498,"Security, Lift, Pool, Intercom",19,Old,1057,D,62,
PROP200499,"Club House, Play Area, Parking, Garden",31,Old,3152,A,79,41
PROP200500,"Gym, Parking, Lift, Club House, Play Area",13,Old,3804,A,,69
PROP200501,"Security, Parking, Lift, Intercom, Club House",33,Needs Renovation,3124,A,68,93
PROP200502,"Club House, CCTV, Security, Play Area, Wifi",10,Needs Renovation,3172,E,,74
PROP200503,"Lift, Security, Play Area, Wifi",7,Needs Renovation,2338,B,58,86
PROP200504,"CCTV, Intercom, Power Backup",28,Old,3080,D,74,65
PROP200505,"Power Backup, Gym, Intercom, Pool, Garden",5,New,1091,A,88,37
PROP200506,"Power Backup, Intercom, Play Area",7,New,350,F,73,37
PROP200507,"Lift, Garden, CCTV, Gym, Club House",20,Needs Renovation,4731,C,64,67
PROP200508,"Gym, Garden, CCTV",24,Good,2342,D,95,57
PROP200509,"Club House, Gym, Play Area, Parking",15,Old,3124,E,56,
PROP200510,"Club House, CCTV, Garden, Wifi, Security",39,Good,1710,E,81,95
PROP200511,"Intercom, CCTV",37,Needs Renovation,4944,B,90,61
PROP200512,"CCTV, Power Backup",15,Needs Renovation,1921,A,54,89
PROP200513,"Wifi, Gym, Garden, Parking",5,New,3090,E,97,
PROP200514,"Intercom, Parking, Garden",22,Needs Renovation,1335,C,49,31
PROP200515,"Gym, Garden",26,Needs Renovation,1995,F,,87
PROP200516,"Gym, Garden, Intercom, Pool",39,New,4422,E,65,57
PROP200517,"Garden, Wifi, Power Backup",4,New,1241,E,64,67
PROP200518,"Lift, Gym",22,Good,4913,E,72,35
PROP200519,"Intercom, CCTV, Pool, Gym",24,Needs Renovation,3823,A,48,96
PROP200520,"Intercom, Lift, Play Area, CCTV, Club House",32,New,1210,A,79,
PROP200521,"Gym, Lift, Parking, CCTV",23,Old,3484,F,95,68
PROP200522,"Intercom, Pool, CCTV, Parking, Wifi",16,New,,C,64,49
PROP200523,"Garden, Security, Club House, Lift",1,New,2704,D,40,50
PROP200524,"Garden, Intercom, Play Area",15,Old,3752,F,89,59
PROP200525,"Club House, CCTV",0,Good,710,C,60,94
PROP200526,"Power Backup, Lift, CCTV, Wifi",,Good,2205,D,66,58
PROP200527,"Club House, CCTV, Pool",28,Old,1374,E,85,63
PROP200528,"Security, Wifi",26,New,3210,E,44,59
PROP200529,"Parking, Club House, CCTV, Power Backup",36,New,2975,A,76,32
PROP200530,"Wifi, Parking, Gym, CCTV, Lift",39,Needs Renovation,1902,A,94,86
PROP200531,"Gym, Club House, Security",16,Needs Renovation,1791,F,79,62
PROP200532,"Power Backup, Garden, Lift",31,New,2253,E,96,78
PROP200533,"Club House, Power Backup, Wifi, Pool, Play Area",16,Old,1893,A,73,82
PROP200534,"Pool, Garden",38,Good,401,B,65,93
PROP200535,"Wifi, Lift, Club House, Gym",15,New,1207,E,45,
PROP200536,"CCTV, Lift",11,Good,2976,E,65,62
PROP200537,"Power Backup, Intercom, Pool, Security",36,New,,E,52,72
PROP200538,"Security, CCTV, Club House, Gym, Play Area",28,Needs Renovation,3333,B,54,56
PROP200539,"Lift, CCTV",1,Needs Renovation,2095,C,,98
PROP200540,"Power Backup, CCTV, Security, Garden",39,New,3895,A,80,66
PROP200541,"Club House, Intercom, Security, Pool",33,New,2051,F,,
PROP200542,"Power Backup, CCTV, Wifi, Pool",32,Needs Renovation,2291,A,96,96
PROP200543,"Garden, Play Area",32,New,4143,E,48,82
PROP200544,"CCTV, Gym",39,New,1272,A,61,55
PROP200545,"Security, Club House, Wifi",37,Old,3309,A,41,96
PROP200546,"Intercom, Security",11,Old,4135,F,69,37
PROP200547,"Power Backup, Pool, Gym, Wifi, Club House",2,New,2152,F,53,95
PROP200548,"Parking, Pool, Club House",16,Needs Renovation,2879,E,55,33
PROP200549,"Gym, Pool, Garden, Security",6,Needs Renovation,,B,95,46
PROP200550,"Garden, Security, Play Area, Pool",28,New,2973,A,55,39
PROP200551,"Parking, Pool, Gym, Security, Club House",25,Good,4685,B,67,89
PROP200552,"Power Backup, Play Area",0,New,2901,E,92,66
PROP200553,"Gym, Security, Wifi, Parking",3,Good,3603,D,97,51
PROP200554,"Play Area, Lift",25,Old,1824,B,88,54
PROP200555,"Gym, Power Backup, Lift",30,Good,1000,A,42,48
PROP200556,"Pool, Wifi",27,Good,2627,F,46,86
PROP200557,"Intercom, CCTV",13,New,2217,D,94,82
PROP200558,"Garden, Gym, Pool, Intercom",18,New,4191,D,97,31
PROP200559,"Parking, Pool, Club House, Gym",22,Old,3237,D,48,37
PROP200560,"Wifi, Club House, Garden, Gym, Intercom",25,New,2636,E,53,52
PROP200561,"Power Backup, Security, Lift",13,Old,3490,C,45,62
PROP200562,"Wifi, CCTV, Security",16,Old,3432,E,49,89
PROP200563,"Gym, CCTV, Lift, Parking, Garden",13,New,3936,A,59,52
PROP200564,"Intercom, Garden",15,New,3289,F,95,53
PROP200565,"Play Area, Intercom, Pool, Garden",4,Old,3328,A,78,31
PROP200566,"CCTV, Security",8,Needs Renovation,4940,D,65,68
PROP200567,"Pool, Wifi",5,Good,2950,C,,35
PROP200568,"Pool, Parking, Club House, Wifi, Security",,Old,2673,F,70,94
PROP200569,"Wifi, Security, Pool, Lift, Intercom",31,Old,2049,F,67,58
PROP200570,"Play Area, Security, Club House",16,New,0,E,57,39
PROP200571,"Gym, Wifi",36,Old,1538,D,89,86
PROP200572,"Play Area, Lift",8,Needs Renovation,,E,66,94
PROP200573,"Pool, Intercom",9,Good,,B,58,93
PROP200574,"Security, Power Backup, Gym",2,Old,2228,B,73,65
PROP200575,"Gym, CCTV, Pool",31,New,2481,D,,64
PROP200576,"Pool, CCTV, Gym, Power Backup",10,Needs Renovation,0,E,81,86
PROP200577,"Garden, Play Area",23,Good,,D,42,97
PROP200578,"Power Backup, Lift",16,Good,2931,A,65,74
PROP200579,"Pool, Parking, Garden, Lift",3,Old,,D,49,74
PROP200580,"Parking, Intercom, Lift",21,Good,2253,D,98,96
PROP200581,"Power Backup, Parking, Pool, Lift",14,Good,696,B,60,49
PROP200582,"Club House, Parking, Intercom, Garden",30,Old,1971,D,49,90
PROP200583,"Parking, Gym, Wifi, Security",32,Good,4364,A,88,44
PROP200584,"Lift, Club House, Intercom, CCTV, Security",35,Old,3652,D,40,56
PROP200585,"Security, Gym, Pool",38,Good,3300,A,42,85
PROP200586,"Pool, Security, Club House",25,Old,2808,E,,88
PROP200587,"Garden, Play Area",7,Needs Renovation,1757,D,52,89
PROP200588,"Parking, Power Backup, Gym, Security",19,Good,,E,77,
PROP200589,"Play Area, Parking, Gym",37,Needs Renovation,551,F,71,63
PROP200590,"Lift, Wifi",24,Needs Renovation,3346,C,71,39
PROP200591,"Lift, Pool, Garden, Play Area, Security",,Needs Renovation,1564,B,60,77
PROP200592,"Pool, Play Area, Intercom",24,Old,259,F,94,54
PROP200593,"Gym, Power Backup, Garden, Security, Play Area",,Needs Renovation,2028,C,75,38
PROP200594,"Power Backup, Parking, CCTV, Garden, Wifi",24,Old,950,E,66,50
PROP200595,"Intercom, Club House, Power Backup, Garden",14,Needs Renovation,4794,C,52,
PROP200596,"Gym, Garden, Pool, Lift",34,Needs Renovation,0,F,82,76
PROP200597,"Pool, Security, Parking, Lift, Intercom",24,Good,1278,B,42,79
PROP200598,"Garden, Gym",20,Old,,C,65,94
PROP200599,"Intercom, CCTV, Pool",39,Old,1856,B,72,47
PROP200600,"Wifi, Power Backup, Security, Play Area, Lift",19,New,,C,,42
PROP200601,"Lift, Wifi, Play Area",8,New,4113,B,95,46
PROP200602,"Intercom, Wifi, Gym",26,New,2084,C,81,88
PROP200603,"CCTV, Wifi, Security, Parking",20,Old,3797,E,41,42
PROP200604,"Gym, Pool, Play Area",18,Good,4144,B,87,72
PROP200605,"Lift, Pool, Garden, Wifi",17,Needs Renovation,2558,E,75,38
PROP200606,"Play Area, Parking, Wifi, Club House",36,Good,,F,65,41
PROP200607,"Power Backup, Pool",,New,3009,F,94,90
PROP200608,"Intercom, Gym, Pool",26,Needs Renovation,2280,E,85,36
PROP200609,"Power Backup, Lift",26,New,3023,A,86,95
PROP200610,"Intercom, Security, Club House, Play Area",39,Good,1107,A,90,37
PROP200611,"Pool, Parking, CCTV",3,Old,2420,B,86,49
PROP200612,"Power Backup, Wifi, Play Area, Intercom, Pool",28,Good,2914,F,78,78
PROP200613,"Security, Pool, Lift, Gym",34,Old,1582,E,91,59
PROP200614,"Parking, Play Area, Intercom, Lift, CCTV",17,New,2144,C,71,72
PROP200615,"Pool, Parking",5,Good,2039,F,,54
PROP200616,"Power Backup, Play Area, Club House, Garden, Pool",24,Good,0,F,71,66
PROP200617,"CCTV, Pool, Wifi, Garden, Intercom",21,Good,3162,E,,82
PROP200618,"Gym, Play Area, Power Backup, CCTV, Club House",0,New,4474,B,41,61
PROP200619,"Power Backup, Parking, Club House, Wifi, CCTV",24,Old,3563,C,44,88
PROP200620,"Play Area, Garden, Parking, Lift, Intercom",2,Needs Renovation,3953,C,,36
PROP200621,"Pool, Wifi",,Old,4635,E,91,94
PROP200622,"Garden, Parking, Wifi",,Good,3309,C,89,44
PROP200623,"Gym, Pool, Intercom",36,Good,927,E,,71
PROP200624,"Club House, CCTV",12,Needs Renovation,4179,B,83,72
PROP200625,"Pool, Security, Garden",25,New,3954,E,48,77
PROP200626,"Garden, Intercom, Club House, Wifi, Security",33,Good,2849,C,42,39
PROP200627,"CCTV, Intercom, Play Area, Wifi",13,Needs Renovation,,A,40,63
PROP200628,"Play Area, Parking, Power Backup",20,Good,3266,E,43,77
PROP200629,"Pool, Wifi",32,New,3432,B,89,67
PROP200630,"Gym, Lift, Play Area, Garden, Security",32,New,2963,C,97,53
PROP200631,"Power Backup, Security, Intercom, Wifi, Lift",2,New,2405,F,76,56
PROP200632,"Play Area, Pool, Intercom, Power Backup, Wifi",36,Good,1152,D,83,
PROP200633,"Power Backup, Parking, Play Area",,Needs Renovation,2784,E,42,50
PROP200634,"Lift, Gym, Club House",18,New,1277,C,46,77
PROP200635,"Play Area, Security, Parking",16,New,3327,F,81,57
PROP200636,"Club House, Wifi, Power Backup, Security",38,New,3786,F,97,41
PROP200637,"Club House, Play Area",34,New,1948,A,60,54
PROP200638,"Wifi, Power Backup, CCTV, Garden",36,Old,2610,F,61,72
PROP200639,"Pool, Wifi, Parking",3,New,2098,C,81,90
PROP200640,"Garden, Gym, Pool",11,Old,1600,B,51,46
PROP200641,"Play Area, CCTV, Pool",4,Old,2455,E,41,84
PROP200642,"Pool, Lift",31,Good,910,D,60,42
PROP200643,"Play Area, Pool, Security, Wifi, Club House",7,Old,1520,A,86,43
PROP200644,"Club House, Lift",10,New,3565,D,98,64
PROP200645,"Play Area, Pool, Security, Lift",39,Old,3086,E,84,94
PROP200646,"Gym, Club House, Play Area, Garden",36,Good,2250,E,91,47
PROP200647,"Garden, Parking, Play Area, Wifi",4,Good,3337,F,79,84
PROP200648,"Garden, Security",22,New,3624,E,68,33
PROP200649,"Parking, Wifi, Intercom, Power Backup, Garden",39,Good,786,C,55,73
PROP200650,"Intercom, Power Backup, Club House",27,New,3213,B,75,33
PROP200651,"Gym, Lift",18,Old,3273,C,50,78
PROP200652,"Pool, Intercom, Security",14,Good,4949,D,56,37
PROP200653,"Security, Garden, Club House",24,New,2809,D,69,36
PROP200654,"Power Backup, Gym, Garden, Play Area",14,Needs Renovation,1662,A,53,43
PROP200655,"Power Backup, Security, Play Area",5,Needs Renovation,2804,C,90,99
PROP200656,"Lift, CCTV, Club House, Security",,New,1503,C,63,97
PROP200657,"Security, Play Area, CCTV, Lift, Pool",9,Needs Renovation,2589,F,54,57
PROP200658,"CCTV, Pool",28,Needs Renovation,4804,A,48,39
PROP200659,"Gym, Wifi, Security, Lift, Pool",13,Good,2302,D,77,58
PROP200660,"Wifi, Security, Intercom",7,Good,691,D,52,89
PROP200661,"Garden, Power Backup, Club House, Wifi",7,Old,3186,C,98,61
PROP200662,"Pool, Parking, Intercom, Gym",6,Old,3550,E,66,90
PROP200663,"Intercom, Lift",1,Needs Renovation,,C,83,37
PROP200664,"Gym, Parking",8,Old,2429,D,79,80
PROP200665,"Lift, Gym, Garden",12,New,4088,D,59,75
PROP200666,"Lift, Garden, Club House, Intercom, CCTV",,Old,3115,F,55,56
PROP200667,"Gym, Pool, Play Area, Lift, Garden",5,Needs Renovation,113,D,55,31
PROP200668,"Security, Club House, Lift, Play Area",30,Good,1744,A,62,92
PROP200669,"Lift, Parking, Club House, CCTV, Gym",32,Needs Renovation,253,A,65,76
PROP200670,"Power Backup, Pool, CCTV, Garden, Security",,New,2354,B,66,35
PROP200671,"Intercom, Club House, CCTV, Garden, Security",16,Old,4023,F,93,54
PROP200672,"Power Backup, Garden, Wifi, CCTV",,Good,1779,A,45,47
PROP200673,"CCTV, Lift, Power Backup, Garden, Intercom",9,Needs Renovation,3370,C,57,32
PROP200674,"Intercom, Garden, Club House, Pool, Lift",23,Old,313,D,42,61
PROP200675,"Pool, Garden, Play Area",14,Needs Renovation,3364,F,87,
PROP200676,"Lift, Club House, Parking, Garden",17,Needs Renovation,1891,A,94,48
PROP200677,"Gym, Lift",36,Old,3074,F,74,40
PROP200678,"Lift, Security, Wifi",20,Old,2423,E,59,77
PROP200679,"Security, Pool, Wifi, Play Area",11,Needs Renovation,3048,B,92,42
PROP200680,"CCTV, Club House",29,Good,,E,40,86
PROP200681,"Club House, Intercom, Gym, Pool",7,Good,,B,79,89
PROP200682,"Club House, Wifi, Gym",20,Needs Renovation,3039,E,52,38
PROP200683,"Parking, CCTV, Lift, Gym",0,New,4414,D,78,88
PROP200684,"Play Area, Security, Parking",26,Needs Renovation,1544,E,57,39
PROP200685,"Lift, Wifi, Security, Garden, Club House",9,Needs Renovation,1690,A,88,48
PROP200686,"Garden, CCTV, Security",26,New,1947,B,45,96
PROP200687,"CCTV, Garden, Lift, Wifi, Club House",37,Needs Renovation,2693,B,56,34
PROP200688,"Play Area, Intercom, CCTV, Garden",32,Needs Renovation,3220,A,86,62
PROP200689,"Security, Parking, Gym, Garden, Club House",22,New,2079,E,48,67
PROP200690,"Garden, Play Area",10,Good,,F,73,31
PROP200691,"CCTV, Garden, Intercom, Club House",3,New,1986,C,52,91
PROP200692,"Parking, CCTV, Gym",22,Old,2383,C,98,87
PROP200693,"Wifi, Garden, Gym",14,Good,1916,C,73,49
PROP200694,"Wifi, Club House, Parking, Gym",30,Good,947,C,71,52
PROP200695,"Intercom, Security, Pool, Power Backup",1,Good,2640,A,66,
PROP200696,"Gym, CCTV, Power Backup, Intercom, Security",,Needs Renovation,5031,C,63,40
PROP200697,"Gym, Garden, Intercom, Lift",16,Needs Renovation,5100,F,46,55
